11.3005,11.3063,1.37069e-05,1.34967e-05
10.9699,11.048,-0.0194504,-0.0158751
10.9364,11.0107,-0.0210779,-0.018195
10.9248,10.9972,-0.0230935,-0.0194888
10.9133,10.984,-0.0247871,-0.0201439
10.9017,10.971,-0.0265914,-0.0209403
10.9115,10.9801,-0.0277633,-0.022221
10.8998,10.9673,-0.0286906,-0.0229363
10.8882,10.9545,-0.0298911,-0.0238731
10.8767,10.9418,-0.0302808,-0.0240959
10.8653,10.9293,-0.0306402,-0.0247139
10.854,10.9169,-0.0312848,-0.0246834
10.8429,10.9045,-0.0311765,-0.0244361
10.8531,10.9141,-0.0306912,-0.0243011
10.8419,10.9015,-0.0303081,-0.0237924
10.8307,10.8891,-0.0292242,-0.0223447
10.8197,10.8765,-0.0280425,-0.0213013
10.8088,10.864,-0.0263079,-0.0194827
10.8185,10.8738,-0.0242825,-0.0175233
10.787,10.8381,-0.0219034,-0.0162475
10.7762,10.8256,-0.019133,-0.0152153
10.7654,10.8129,-0.0169058,-0.0148605
10.7503,10.8032,-0.0152259,-0.0151906
10.7412,10.7904,-0.014732,-0.0162423
10.7319,10.7776,-0.0151191,-0.0179178
10.7192,10.7689,-0.0161513,-0.020007
10.7061,10.76,-0.01767,-0.0220938
10.7119,10.7762,-0.0204701,-0.0238191
10.6786,10.7468,-0.0208463,-0.0252646
10.6667,10.7396,-0.0219398,-0.0255794
10.6543,10.7326,-0.0223155,-0.0248331
10.6433,10.7242,-0.0218905,-0.0238368
10.6337,10.7135,-0.0209418,-0.0233243
10.6193,10.6999,-0.0195828,-0.0227108
10.6136,10.6936,-0.0178526,-0.0218414
10.6047,10.6831,-0.0160973,-0.0205405
10.5959,10.6721,-0.0147803,-0.0192627
10.5873,10.6608,-0.0135089,-0.0170028
10.5791,10.6494,-0.0126044,-0.0148928
10.5711,10.638,-0.0122391,-0.0132259
10.5631,10.627,-0.0125503,-0.0122664
10.5549,10.6165,-0.0135145,-0.0121068
10.5465,10.6066,-0.0149782,-0.012694
10.5586,10.6183,-0.0167243,-0.0136632
10.5281,10.5882,-0.0186008,-0.0155857
10.5197,10.5787,-0.02019,-0.017319
10.5108,10.5693,-0.0212512,-0.0188339
10.5008,10.5622,-0.0215458,-0.0199568
10.492,10.5535,-0.0210278,-0.0203608
10.4837,10.5443,-0.0200493,-0.020002
10.4763,10.5345,-0.0197417,-0.0189622
10.4693,10.5246,-0.0193438,-0.0175312
10.462,10.5155,-0.0185432,-0.0166249
10.4549,10.5067,-0.0176787,-0.0156707
10.4478,10.4982,-0.0162396,-0.0143035
10.441,10.4899,-0.0145574,-0.0130641
10.4554,10.5024,-0.0134006,-0.0118845
10.4285,10.4732,-0.0124094,-0.0116576
10.4231,10.465,-0.0120431,-0.0118264
10.4182,10.4566,-0.0122718,-0.0125605
10.4135,10.4481,-0.0130888,-0.0138309
10.4088,10.4394,-0.014343,-0.0154573
10.404,10.4307,-0.015801,-0.0171799
10.3991,10.4221,-0.0172318,-0.0187274
10.3938,10.4135,-0.0183154,-0.0198373
10.3883,10.4052,-0.0189548,-0.0203358
10.3826,10.3971,-0.0189716,-0.0200731
10.3767,10.3894,-0.0183949,-0.0191064
10.3703,10.3829,-0.0172901,-0.0189638
10.3636,10.3749,-0.016252,-0.0183671
10.3595,10.3689,-0.0153752,-0.0175351
10.3546,10.3623,-0.0141817,-0.016629
10.3503,10.3553,-0.0131278,-0.0151431
10.346,10.3488,-0.0123502,-0.014117
10.3419,10.3425,-0.0120251,-0.013177
10.3376,10.3366,-0.012194,-0.0126857
10.3328,10.3312,-0.012868,-0.01272
10.3276,10.3263,-0.0139825,-0.013269
10.3253,10.3157,-0.0154503,-0.0140254
10.3157,10.3173,-0.0168846,-0.0154694
10.309,10.3134,-0.0183173,-0.0168007
10.3024,10.309,-0.0194035,-0.0179161
10.2958,10.3046,-0.0200054,-0.0186922
10.2895,10.3,-0.0199755,-0.0189507
10.2835,10.2951,-0.0193084,-0.018664
10.2782,10.2899,-0.018397,-0.0178303
10.2737,10.2842,-0.018001,-0.0166881
10.2691,10.2792,-0.0174962,-0.0157426
10.2642,10.2744,-0.0161794,-0.0146503
10.232,10.3176,-0.0143567,-0.0155587
10.2593,10.2602,-0.0142428,-0.0124667
10.2549,10.2561,-0.0135086,-0.0120873
10.2509,10.2515,-0.0132275,-0.012253
10.2195,10.2945,-0.0128737,-0.0143794
10.2468,10.2375,-0.0142644,-0.0137397
10.2428,10.233,-0.0152639,-0.0151435
10.2386,10.2285,-0.0164492,-0.0167292
10.2344,10.2237,-0.0176377,-0.0182386
10.2271,10.214,-0.018429,-0.0192272
10.2255,10.2145,-0.0193386,-0.0201972
10.2215,10.2103,-0.0193287,-0.0203199
10.1895,10.2539,-0.018223,-0.0201232
10.2157,10.1987,-0.0180687,-0.0188313
10.2117,10.1946,-0.0168434,-0.0180912
10.2077,10.1907,-0.0159036,-0.0173349
10.2039,10.1868,-0.0147029,-0.0162782
10.2003,10.1828,-0.013638,-0.0149608
10.1968,10.179,-0.0129789,-0.0138955
10.1934,10.1752,-0.0126515,-0.0132092
10.1898,10.1717,-0.0129028,-0.0130242
10.2057,10.1891,-0.0136304,-0.0131294
10.1816,10.1651,-0.0148542,-0.0141916
10.1777,10.162,-0.0163487,-0.0153772
10.1739,10.159,-0.0178942,-0.0166958
10.1699,10.1563,-0.0192826,-0.0179704
10.1662,10.1535,-0.0202606,-0.0189462
10.1626,10.1509,-0.0207092,-0.0195057
10.1592,10.1482,-0.0204991,-0.0195129
10.1559,10.1457,-0.0196377,-0.0189583
10.1528,10.143,-0.018912,-0.0179242
10.1497,10.1404,-0.0181048,-0.0166699
10.1467,10.1378,-0.0172925,-0.0157596
10.1437,10.1353,-0.0160915,-0.0145333
10.1408,10.1329,-0.0147971,-0.0135596
10.138,10.1304,-0.0137311,-0.0128935
10.1352,10.128,-0.0131032,-0.0127215
10.1324,10.1256,-0.0130433,-0.0131091
10.1297,10.1234,-0.0135115,-0.013984
10.1472,10.1413,-0.0147115,-0.0155303
10.1443,10.1391,-0.0160157,-0.0170638
10.1414,10.1371,-0.0173797,-0.0185277
10.1386,10.1353,-0.0185585,-0.0196929
10.1357,10.1339,-0.0193532,-0.0203637
10.1331,10.1324,-0.0197119,-0.0204946
10.1307,10.1309,-0.0194509,-0.0199398
10.1284,10.1294,-0.0186097,-0.0187701
10.1267,10.1271,-0.0174121,-0.0179603
10.1239,10.1261,-0.0164547,-0.0172403
10.1217,10.1244,-0.0151111,-0.0160952
10.1195,10.1227,-0.0139167,-0.0147457
10.1174,10.121,-0.0130012,-0.0136218
10.1154,10.1192,-0.0125013,-0.0128856
10.1133,10.1176,-0.0125442,-0.0126795
10.1114,10.1159,-0.0131665,-0.0130561
10.1095,10.1144,-0.014242,-0.0139059
10.1078,10.1128,-0.0156821,-0.0151622
10.1062,10.1114,-0.0172345,-0.01658
10.1049,10.11,-0.0186938,-0.0179665
10.1238,10.1286,-0.0198575,-0.0191201
10.1025,10.1071,-0.0204607,-0.0197914
10.1016,10.1059,-0.0203999,-0.0198648
10.1007,10.1049,-0.0196376,-0.0192956
10.0997,10.1039,-0.0186131,-0.0181631
10.0985,10.1029,-0.0180699,-0.017043
10.1173,10.1219,-0.0171503,-0.0159736
10.0956,10.1007,-0.0161148,-0.0150686
10.0927,10.0982,-0.0147193,-0.0138131
10.1404,10.0716,-0.0142889,-0.0125733
10.1377,10.0722,-0.0134006,-0.0121981
10.1347,10.0731,-0.0130414,-0.012419
10.1222,10.0794,-0.0130442,-0.0134023
10.1286,10.0748,-0.0139874,-0.0143818
10.1265,10.0753,-0.0150727,-0.0158362
10.124,10.0762,-0.0163798,-0.0174285
10.1009,10.0559,-0.017657,-0.0188232
10.1392,10.0992,-0.0183586,-0.0195559
10.1172,10.0796,-0.0192884,-0.0203629
10.1152,10.0807,-0.0193585,-0.0201967
10.1134,10.0817,-0.0188479,-0.0193686
10.1116,10.0826,-0.0178486,-0.0183506
10.1098,10.0834,-0.016527,-0.0178338
10.1079,10.0843,-0.0154446,-0.01693
10.1062,10.0851,-0.0142117,-0.0155049
10.1044,10.0858,-0.0131105,-0.0141293
10.1026,10.0866,-0.0123868,-0.0130683
10.1009,10.0875,-0.0121875,-0.012499
10.0992,10.0883,-0.0125606,-0.0124971
10.0977,10.0891,-0.0134598,-0.0130434
10.0963,10.0899,-0.0147672,-0.0140518
10.0952,10.0905,-0.0162666,-0.0153267
10.0912,10.0878,-0.0178009,-0.0167073
10.0936,10.0913,-0.0191198,-0.0180171
10.113,10.1123,-0.0200055,-0.0200448
10.0927,10.0911,-0.0202804,-0.019194
10.093,10.0917,-0.0198357,-0.018975
10.0928,10.0921,-0.0187668,-0.0182254
10.1117,10.1133,-0.0182736,-0.0174602
10.0894,10.0909,-0.0173063,-0.0160614
10.0908,10.0934,-0.0162477,-0.0148653
10.0902,10.0944,-0.0151803,-0.0140258
10.0901,10.0947,-0.0139844,-0.0131242
10.0885,10.0966,-0.0130493,-0.0126071
10.1072,10.1182,-0.0123826,-0.0123552
10.088,10.0959,-0.0127379,-0.0129382
10.0778,10.1674,-0.0125005,-0.0141061
10.1102,10.1128,-0.0142144,-0.0146404
10.1072,10.1178,-0.0153957,-0.0161497
10.1058,10.1178,-0.0166673,-0.0175029
10.1076,10.1171,-0.0179542,-0.0186884
10.1075,10.1179,-0.0188426,-0.0195099
10.1066,10.1199,-0.0192039,-0.0197968
10.1068,10.1204,-0.0190389,-0.019435
10.1069,10.1208,-0.018324,-0.0184879
10.1069,10.1214,-0.0171264,-0.0176918
10.1037,10.1188,-0.0160763,-0.0165639
10.1066,10.1225,-0.0147822,-0.015521
10.1067,10.1235,-0.013611,-0.0142181
10.1063,10.1245,-0.0126926,-0.013129
10.1117,10.1159,-0.0123437,-0.0120959
10.0785,10.1738,-0.0118812,-0.0140176
10.1086,10.1241,-0.0131494,-0.0125947
10.1082,10.1257,-0.0142197,-0.013468
10.1082,10.1267,-0.0156136,-0.0147507
10.1084,10.1274,-0.0170457,-0.0161546
10.1089,10.128,-0.0184267,-0.0175876
10.1095,10.1285,-0.019419,-0.0187261
10.1105,10.1287,-0.0199218,-0.0194365
10.1113,10.1291,-0.0197432,-0.0195092
10.0855,10.1763,-0.018323,-0.019269
10.1156,10.1272,-0.0180616,-0.017806
10.1164,10.1276,-0.0172818,-0.0167828
10.0973,10.1078,-0.0161785,-0.0157431
10.1175,10.1299,-0.0151282,-0.0144969
10.1156,10.1313,-0.0139056,-0.0136881
10.1177,10.1324,-0.0130316,-0.0129578
10.1181,10.1337,-0.0125733,-0.0126453
10.1184,10.1349,-0.0126387,-0.0128409
10.1189,10.1361,-0.0132258,-0.0135333
10.1193,10.1373,-0.0142465,-0.0146306
10.1877,10.1306,-0.0158969,-0.0153558
10.1664,10.1124,-0.0171232,-0.0168667
10.1606,10.1176,-0.0180448,-0.0181896
10.1852,10.1366,-0.0188999,-0.0188242
10.1642,10.1183,-0.0192302,-0.0196825
10.1631,10.1196,-0.0190467,-0.0196243
10.1632,10.1223,-0.018351,-0.0189685
10.1355,10.1717,-0.0165727,-0.0180856
10.1339,10.1698,-0.0165678,-0.0180771
10.1676,10.1219,-0.014941,-0.0159619
10.1671,10.124,-0.0137296,-0.0145814
10.1662,10.1266,-0.0128349,-0.0134637
